Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier,Tmag_TIC,Distance_pc_TIC,RA_TIC,Dec_TIC,dr2_source_id,dr3_source_id,phot_g_mean_mag,angular_distance
Kepler-444,0.76,-0.04,0.04,5046.0,-74.0,74.0,0.75,-0.01,0.01,36.4396,-0.0394,0.0395,4.56,-0.01,0.01,Gaia DR2 2101486923385239808,6.772,7.243999958,6.703000069,8.859999657,8.643251,6.624,6.615,6.629,6.56,0,-0.55,-0.07,0.07,[Fe/H],11.23,-0.99,0.91,K,289.7528323,41.631884,Kepler-444 c,0.493195152,0.022417961,-0.022417961,0.044,0.002,-0.002,0.078374802,0.0,0.0,0.000246595,0.0,0.0,1,0,0.0,4.5458841,-7.1e-06,7e-06,920.4324398,920.4324398,920.4324398,0.049046372,7332432661.0,7332432661.0,7332432661.0,0.3,2.3,8142.587695,0.42,1,88.2,-1.0,1.2,0.31,-0.15,0.12,0,,,,4964.522,0.0013,-0.0013,0,4966.794942,8142.587695,1,0.0044,0.00012,-0.00012,1,2015,0,0,0,4,31945,23,123989,44,232888,Transit,4,23,44,1,8.1115,36.4396,289.752286826697,41.6346060051671,2101486923385239808,2101486923385239808,8.654593,0.21045963
Kepler-447,1.0,-0.21,0.21,5493.0,-62.0,62.0,1.05,-0.19,0.19,268.041,-1.823,1.848,4.4,-0.1,0.1,Gaia DR2 2131587531660567296,10.879,11.21100044,10.80599976,12.52,12.3795,10.758,10.802,10.653,9.313,0,0.07,-0.05,0.05,[Fe/H],2.69,-1.16,2.02,G8 V,285.2685283,48.5598835,Kepler-447 b,18.49481821,6.613298631,-6.277029209,1.65,0.59,-0.56,435.424917,152.5576352,-146.201067,1.37,0.48,-0.46,0,1,141.0,7.79430132,-1.82e-06,1.82e-06,946.2392136,1009.97779,893.6958876,0.076991287,11510197455.0,10106037015.0,12906991152.0,0.3,2.3,13992.18112,0.0,1,90.0,-0.32,0.24,0.123,-0.036,0.037,0,98.3,-11.0,1.1,4970.259778,,,0,4974.156929,17870.20547,1,0.33874,0.00283,-0.00283,1,2015,0,0,0,1,1,11,6,21,11,Eclipse,1,6,11,2,11.8933,268.041,285.268565619489,48.559984620852,2131587531660567296,2131587531660567296,12.374661,0.2708606
Kepler-450,1.19,-0.14,0.2,6197.21,-187.39,130.15,1.64,-0.11,0.08,455.982,-5.074,5.189,4.08,-0.08,0.11,Gaia DR2 2135590578620605568,10.472,10.70800018,10.4289999,11.98999977,11.6525,10.394,10.439,10.375,9.052,0,0.128,-0.014,0.014,[M/H],3.02,-0.48,0.4,,295.4865821,51.0135237,Kepler-450 b,6.142521441,0.325060441,-0.325060441,0.548,0.029,-0.029,19.40024594,11.09856796,-6.801527901,0.06104,0.03492,-0.0214,0,0,0.0,28.454851,-2.5e-05,2.5e-05,841.7128588,841.7128588,841.7128588,0.193438679,28919082541.0,28919082541.0,28919082541.0,0.3,2.3,31941.60484,0.0243,1,88.82,,,0.02,-0.02,0.14,0,,,,5009.70618,0.000178,-0.000178,0,5023.933606,31941.60484,1,0.14298,0.00036,-0.00036,1,2015,0,0,0,6,386,61,2792,119,5563,Transit,6,61,119,1,11.2877,455.982,295.486553518521,51.0134950643119,2135590578620605568,2135590578620605568,11.653711,0.108490266
Kepler-5,1.37,-0.06,0.04,6297.0,-60.0,60.0,1.79,-0.06,0.04,899.777,-16.181,16.774,3.96,-0.1,0.1,Gaia DR2 2079018300195390464,11.863,12.11499977,11.76900005,13.325,13.2263,11.683,11.741,10.741,8.504,0,0.04,-0.06,0.06,[Fe/H],2.88,-0.32,0.34,,299.4070341,44.0350387,Kepler-5 b,15.98400652,0.403523306,-0.571658017,1.426,0.036,-0.051,675.7031924,30.19369863,-29.55804181,2.126,0.095,-0.093,0,1,228.7,3.5484657,-7e-07,7e-07,1746.957478,1746.957478,1746.957478,0.050604684,7565400259.0,7565400259.0,7565400259.0,0.3,2.3,17403.18623,0.0968,1,89.14,-0.32,0.44,0.0,,,0,,,,4955.90144,2e-05,-2e-05,0,4957.675673,17403.18623,1,0.72515,0.00033,-0.00033,1,2009,1,0,1,38,3,543,17,1080,34,Eclipse,3,17,34,2,12.7655,899.777,299.407035340031,44.0350526469195,2079018300195390464,2079018300195390464,13.215354,0.020528765
Kepler-6,1.21,-0.04,0.04,5647.0,-44.0,44.0,1.39,-0.03,0.02,587.039,-4.986,5.071,4.24,-0.01,0.01,Gaia DR2 2086636884980514304,11.706,12.0010004,11.63399982,13.286,13.1714,11.585,11.643,11.494,8.965,0,0.34,-0.04,0.04,[Fe/H],1.3,-1.0,1.0,,296.8372475,48.2399695,Kepler-6 b,14.61651087,0.201761653,-0.369896364,1.304,0.018,-0.033,205.6349791,17.48056236,-13.03096467,0.647,0.055,-0.041,0,1,81.7,3.2346996,-4e-07,4e-07,1453.579306,1453.579306,1453.579306,0.045646542,6824157994.0,6824157994.0,6824157994.0,0.3,2.3,13764.00942,0.141,1,88.93,-0.17,0.19,0.0,,,0,,,,4954.486528,9e-06,-1.2e-05,0,4956.103878,13764.00942,1,1.08141,0.0004,-0.0004,1,2009,1,0,1,4,2,44,13,87,26,Eclipse,2,13,26,2,12.6877,587.039,296.837241322887,48.2399331963671,2086636884980514304,2086636884980514304,13.158453,0.044312824
Kepler-63,0.98,-0.04,0.04,5576.0,-50.0,50.0,0.9,-0.02,0.03,194.033,-0.949,0.959,4.52,-0.02,0.02,Gaia DR2 2132628489996257920,10.096,10.39900017,9.996999741,12.02000046,11.5352,9.953,10.003,9.971,9.19,0,0.05,-0.08,0.08,[Fe/H],0.21,-0.045,0.045,,289.2262876,49.5482814,Kepler-63 b,6.108894498,0.201761653,-0.201761653,0.545,0.018,-0.018,31.13402675,0.0,0.0,0.097958603,0.0,0.0,1,1,0.0,9.4341505,-1e-06,1e-06,837.2615826,837.2615826,837.2615826,0.086856171,12984997543.0,12984997543.0,12984997543.0,0.3,2.3,9639.485906,0.732,1,87.806,-0.019,0.018,0.0,,,1,,,,5010.84307,5e-05,-5e-05,0,5015.560145,9639.485906,1,0.40243,0.00116,-0.00116,1,2013,0,0,0,3,56,32,413,63,833,Transit,3,32,63,1,11.0579,194.033,289.226192446192,49.5481807859259,2132628489996257920,2132628489996257920,11.535905,0.22736368
Kepler-7,1.36,-0.03,0.03,5933.0,-44.0,44.0,1.97,-0.01,0.01,922.562,-19.739,20.605,3.98,-0.1,0.1,Gaia DR2 2102117871259036672,11.601,11.83300018,11.53499985,13.008,12.8649,11.51,11.551,11.671,8.917,0,0.11,-0.03,0.03,[Fe/H],2.9,-0.3,0.3,,288.5814928,41.0897335,Kepler-7 b,18.18096675,0.14571675,-0.14571675,1.622,0.013,-0.013,142.7049546,16.20924874,-15.25576352,0.449,0.051,-0.048,0,1,42.6,4.8854892,-9e-07,9e-07,1554.070493,1554.070493,1554.070493,0.062475316,9340059746.0,9340059746.0,9340059746.0,0.3,2.3,18437.53453,0.5599,1,85.161,-0.054,0.055,0.0,,,0,,,,4967.27687,3e-05,-2e-05,0,4969.719615,18437.53453,1,0.75693,0.00034,-0.00034,1,2009,1,0,1,2,3,18,18,36,35,Eclipse,3,18,35,2,12.4532,922.562,288.581509696624,41.089823739333,2102117871259036672,2102117871259036672,12.854568,0.20120269
Kepler-91,1.31,-0.1,0.1,4550.0,-75.0,75.0,6.3,-0.16,0.16,1294.69,-40.735,40.735,2.95,-0.01,0.01,Gaia DR2 2105909326647414400,10.235,10.78999996,10.13599968,12.712,12.4762,10.041,10.155,9.976,9.249,0,0.11,-0.07,0.07,[Fe/H],4.47,-0.3,0.37,K3,285.6729033,44.1167513,Kepler-91 b,15.32267666,0.77341967,-0.672538844,1.367,0.069,-0.06,146.201067,19.0697044,-19.0697044,0.46,0.06,-0.06,0,1,0.0,6.24658,-8e-05,8e-05,1975.959825,1935.253054,2021.603906,0.072684547,10866339823.0,11331407398.0,10384061246.0,0.3,2.3,40431.927,0.8667,1,69.68,-0.57,0.67,0.0519,-0.0088,0.0095,0,-57.2,-7.1,8.7,4969.3958,0.0002,-0.0002,0,4972.51909,40431.927,1,0.03968,0.00071,-0.00071,1,2013,0,0,0,35,7,363,49,725,97,Eclipse,7,49,97,1,11.7971,1294.69,285.672907955249,44.1167332756227,2105909326647414400,2105909326647414400,12.467858,0.27755147
Kepler-94,0.81,-0.06,0.06,4781.0,-98.0,98.0,0.76,-0.03,0.03,191.904,-0.814,0.821,4.59,-0.04,0.04,Gaia DR2 2119602202081351168,10.681,11.18099976,10.59399986,13.071,12.8567,10.495,10.585,10.407,8.9,0,0.34,-0.07,0.07,[Fe/H],1.41,,,M0 V,281.1947316,47.4972606,Kepler-94 b,3.508410969,0.14571675,-0.14571675,0.313,0.013,-0.013,10.80616582,1.271313626,-1.271313626,0.034,0.004,-0.004,0,1,6.11,2.50806,,,1059.061433,1059.061433,1059.061433,0.033701074,5038310563.0,5038310563.0,5038310563.0,0.3,2.3,4377.403913,0.85,1,86.61,,,0.0,,,0,,,,4967.9998,,,0,4969.25383,4377.403913,1,0.15076,0.00062,-0.00062,1,2014,1,0,1,9,159,125,1420,252,2771,Transit,9,125,252,1,12.1773,191.904,281.194767164877,47.49715187301,2119602202081351168,2119602202081351168,12.847768,0.17319399
LHS 1140,0.19,-0.01,0.01,2988.0,-67.0,67.0,0.21,0.0,0.0,14.9861,-0.0152,0.0153,5.06,,,Gaia DR2 2371032916186181760,9.092,9.612000465,8.821000099,14.14999962,12.6706,8.606,8.391,8.235,8.133,0,-0.262,-0.104,0.104,[Fe/H],5.0,,,M4.5 V,11.248632,-15.2741085,LHS 1140 b,1.636511187,0.044835923,-0.044835923,0.146,0.004,-0.004,6.37881612,0.46085119,-0.438603201,0.02007,0.00145,-0.00138,0,1,4.21,24.73694,-0.0004,0.00041,219.9840481,219.9840481,219.9840481,0.095588425,14290469496.0,14290469496.0,14290469496.0,0.1,2.3,7307.587956,0.210042519,1,89.877,-0.045,0.049,0.0,,,1,,,,8399.9303,0.0012,-0.0013,0,8412.29877,7307.587956,1,0.493,0.027,-0.027,1,2017,1,0,1,7,8294617,68,157377720,133,320000077,Transit,7,68,133,1,11.2991,14.9861,11.2472145795075,-15.2715397578344,2371032916186181760,2371032916186181760,12.653936,0.37293485
L 98-59,0.27,-0.03,0.03,3415.0,-135.0,135.0,0.3,-0.02,0.03,10.6194,-0.0032,0.0032,4.86,-0.13,0.13,Gaia DR2 5271055243163629056,7.359,7.933000088,7.100999832,11.68500042,10.5976,6.935,6.767,6.703,6.578,0,-0.46,-0.26,0.26,[Fe/H],0.8,,,M3 V,124.5328604,-68.3144658,L 98-59 b,0.851882536,0.056044904,-0.044835923,0.076,0.005,-0.004,0.400463792,0.158914203,-0.149379351,0.00126,0.0005,-0.00047,0,1,0.46,2.2531136,-1.5e-06,1.2e-06,629.8999194,626.5371256,640.1011496,0.021755385,3252430017.0,3288344571.0,3150458226.0,0.1,2.3,3555.577204,0.53,1,87.71,-0.44,1.16,0.103,-0.045,0.117,0,192.0,-155.0,70.0,8366.17067,0.00036,-0.00033,0,8367.297227,3406.485303,1,0.0666,0.010988,-0.010988,2,2019,0,0,0,1,677,3,3670,6,6341,Transit,1,3,6,2,9.41242,10.6194,124.531756290083,-68.3129998725044,5271055243163629056,5271055243163629056,10.605513,0.15978052
L 98-59,0.31,-0.03,0.03,3412.0,-49.0,49.0,0.31,-0.01,0.01,10.6194,-0.0032,0.0032,4.94,-0.06,0.06,Gaia DR2 5271055243163629056,7.359,7.933000088,7.100999832,11.68500042,10.5976,6.935,6.767,6.703,6.578,0,-0.5,-0.5,0.5,[Fe/H],0.8,,,M3 V,124.5328604,-68.3144658,L 98-59 c,1.345077688,0.067253884,-0.067253884,0.12,0.006,-0.006,2.418674174,0.349611247,-0.340076395,0.00761,0.0011,-0.00107,0,1,0.0,3.6906745,-2.5e-06,2.5e-06,530.3585161,530.3585161,530.3585161,0.031655403,4732482760.0,4732482760.0,4732482760.0,0.1,2.3,4382.761756,0.43,1,88.11,-0.16,0.36,0.0,,,0,90.0,,,8367.2738,0.00025,-0.00025,0,8369.119137,4382.761756,1,0.1657,0.004345,-0.004345,2,2019,0,0,0,2,553,9,2315,16,4868,Transit,2,9,16,2,9.41242,10.6194,124.531756290083,-68.3129998725044,5271055243163629056,5271055243163629056,10.605513,0.15978052
L 98-59,0.31,-0.03,0.03,3412.0,-49.0,49.0,0.31,-0.01,0.01,10.6194,-0.0032,0.0032,4.94,-0.06,0.06,Gaia DR2 5271055243163629056,7.359,7.933000088,7.100999832,11.68500042,10.5976,6.935,6.767,6.703,6.578,0,-0.5,-0.5,0.5,[Fe/H],0.8,,,M3 V,124.5328604,-68.3144658,L 98-59 d,1.580466283,0.078462865,-0.078462865,0.141,0.007,-0.007,2.310612516,0.46085119,-0.451316337,0.00727,0.00145,-0.00142,0,1,0.0,7.450729,-6e-06,6e-06,419.635163,419.635163,419.635163,0.050564207,7559348879.0,7559348879.0,7559348879.0,0.1,2.3,3025.185241,0.91,1,88.449,-0.111,0.058,0.0,,,0,90.0,,,8362.7398,0.00035,-0.00035,0,8366.465165,3025.185241,1,0.1542,0.434343,-0.434343,2,2019,0,0,0,1,4256,7,21195,13,51158,Transit,1,7,13,2,9.41242,10.6194,124.531756290083,-68.3129998725044,5271055243163629056,5271055243163629056,10.605513,0.15978052
LHS 1140,0.19,-0.01,0.01,2988.0,-67.0,67.0,0.21,0.0,0.0,14.9861,-0.0152,0.0153,5.06,,,Gaia DR2 2371032916186181760,9.092,9.612000465,8.821000099,14.14999962,12.6706,8.606,8.391,8.235,8.133,0,-0.262,-0.104,0.104,[Fe/H],5.0,,,M4.5 V,11.248632,-15.2741085,LHS 1140 c,1.165733996,0.033626942,-0.033626942,0.104,0.003,-0.003,1.760769373,0.168449055,-0.158914203,0.00554,0.00053,-0.0005,0,1,2.22,3.77792,-3e-05,3e-05,411.5496743,411.5496743,411.5496743,0.027311349,4083046741.0,4083046741.0,4083046741.0,0.1,2.3,3904.629321,0.04244821,1,89.913,-0.049,0.046,0.0,,,1,,,,8389.29383,0.00081,-0.00082,0,8391.18279,3904.629321,1,0.252,0.016,-0.015,1,2018,1,0,1,2,6950,21,45123,42,109078,Transit,2,21,42,1,11.2991,14.9861,11.2472145795075,-15.2715397578344,2371032916186181760,2371032916186181760,12.653936,0.37293485
LHS 1478,0.24,-0.01,0.01,3381.0,-54.0,54.0,0.25,-0.01,0.01,18.2276,-0.011,0.011,4.87,-0.06,0.06,Gaia DR2 549007291282705024,9.028,9.614999771,8.767000198,13.304,12.2598,,,,,0,-0.13,-0.19,0.19,[Fe/H],,,,m3 V,44.3388743,76.5514045,LHS 1478 b,1.244196861,0.056044904,-0.044835923,0.111,0.005,-0.004,2.32968222,0.200231896,-0.200231896,0.00733,0.00063,-0.00063,0,1,3.13,1.9495378,-4.1e-06,4e-06,609.2720971,609.2720971,609.2720971,0.018993936,2839593460.0,2839593460.0,2839593460.0,0.1,2.3,2502.765926,0.717,1,87.452,-0.048,0.052,0.0,,,0,,,,8786.75425,0.00042,-0.00042,0,8787.729019,2502.765926,1,0.208924,0.008667,-0.008667,2,2021,0,0,0,3,427,28,3108,55,5498,Transit,3,28,55,1,11.0548,18.2276,44.3260796956173,76.5531250821211,549007291282705024,549007291282705024,12.248125,0.28695363
LHS 1678,0.35,-0.01,0.01,3490.0,-50.0,50.0,0.33,-0.01,0.01,19.8782,-0.0094,0.0094,4.89,-0.49,0.49,Gaia DR2 4864160624337973248,8.501,9.020000458,8.263999939,12.48200035,11.5403,,,,,0,,,,,7.0,-3.0,2.0,M2.0 V,68.1789866,-39.7908744,LHS 1678 b,0.694956805,0.044835923,-0.044835923,0.062,0.004,-0.004,0.275791955,0.0,0.0,0.000867739,0.0,0.0,1,0,0.0,0.8602322,-6.8e-06,6.8e-06,836.9925292,836.9925292,836.9925292,0.012484082,1866370199.0,1866370199.0,1866370199.0,0.3,2.3,2892.795236,0.24,1,87.55,-1.43,1.6,0.0,,,1,6.0,-132.0,126.0,9121.168814,0.00522,-0.00385,0,9121.59893,2892.795236,1,0.071954,0.006478,-0.006478,2,2021,0,0,0,1,711,12,4623,23,9199,Transit,1,12,23,2,10.4276,19.8782,68.1776452049697,-39.7867076079512,4864160624337973248,4864160624337973248,11.532965,0.20875853
LHS 1678,0.35,-0.01,0.01,3490.0,-50.0,50.0,0.33,-0.01,0.01,19.8782,-0.0094,0.0094,4.89,-0.49,0.49,Gaia DR2 4864160624337973248,8.501,9.020000458,8.263999939,12.48200035,11.5403,,,,,0,,,,,7.0,-3.0,2.0,M2.0 V,68.1789866,-39.7908744,LHS 1678 c,0.986390304,0.067253884,-0.067253884,0.088,0.006,-0.006,0.935548694,0.0,0.0,0.002943565,0.0,0.0,1,0,0.0,3.694247,-2.1e-06,2.4e-06,548.3244616,548.3244616,548.3244616,0.032983501,4931033437.0,4931033437.0,4931033437.0,0.1,2.3,4498.196051,0.39,1,89.09,-0.46,0.57,0.0,,,1,-1.0,-120.0,120.0,9120.360617,0.00399,-0.0031,0,9122.207741,4498.196051,1,0.083282,0.006536,-0.006536,2,2021,0,0,0,3,3937,25,27060,48,45786,Transit,3,25,48,1,10.4276,19.8782,68.1776452049697,-39.7867076079512,4864160624337973248,4864160624337973248,11.532965,0.20875853
LHS 3844,0.15,-0.01,0.01,3043.0,-63.0,63.0,0.19,-0.01,0.01,14.8846,-0.0113,0.0113,5.06,-0.01,0.01,Gaia DR2 6385548541499112448,9.477,10.04599953,9.145000458,15.24,13.3925,8.944,8.757,8.519,8.658,0,,,,,,,,M5,340.4962038,-69.1721081,LHS 3844 b,1.300241765,0.022417961,-0.022417961,0.116,0.002,-0.002,2.203035251,0.0,0.0,0.006931524,0.0,0.0,1,0,0.0,0.46292913,-1.9e-06,1.9e-06,784.0572894,784.0572894,784.0572894,0.006227258,930975115.6,930975115.6,930975115.6,0.3,2.3,1899.099118,0.186,1,88.5,-0.51,0.51,0.0,,,0,,,,8325.72558,0.00025,-0.00025,0,8325.957045,1899.099118,1,0.448991,0.017391,-0.017391,2,2019,1,0,1,1,17,8,117,16,246,Transit,1,8,16,2,11.9238,14.8846,340.49215556875,-69.1689780353653,6385548541499112448,6385548541499112448,13.36496,0.1078633
LP 714-47,0.59,-0.02,0.02,3950.0,-51.0,51.0,0.58,-0.02,0.02,52.616,-0.11525,0.11525,4.64,-0.04,0.04,Gaia DR2 3189306030970782208,8.829001,9.493000031,8.626000404,12.49199963,11.7282,8.5,8.535,8.425,8.179,0,0.41,-0.16,0.16,[Fe/H],,,,M0.0 V,64.1902212,-12.0848643,LP 714-47 b,4.696562926,0.30264248,-0.30264248,0.419,0.027,-0.027,30.80075088,1.500150079,-1.500150079,0.09691,0.00472,-0.00472,0,1,17.6,4.052037,-4e-06,4e-06,686.7527072,678.6906193,695.9957241,0.041749992,6241623747.0,6392555777.0,6078621139.0,0.3,2.3,5636.861366,0.757,1,87.3,-0.2,0.2,0.04,-0.02,0.02,0,219.0,-19.0,19.0,9196.1149,0.00031,-0.0003,0,9198.140918,5360.038434,1,0.55124,0.011286,-0.011286,2,2020,0,0,0,2,20,19,130,39,249,Transit,2,19,39,2,10.7329,52.616,64.1900020832677,-12.0840150095267,3189306030970782208,3189306030970782208,11.722184,0.12290208
LHS 475,0.26,,,3300.0,-30.0,80.0,0.28,0.0,0.0,12.4814,-0.0065,0.0065,5.0,-0.04,0.04,Gaia DR2 6347643496607835520,8.004,8.555000305,7.68599987,12.68999958,11.4174,,,,,0,,,,,,,,M3.5 V,290.2379403,-82.5597883,LHS 475 b,0.986390304,0.044835923,-0.044835923,0.088,0.004,-0.004,0.935548694,0.0,0.0,0.002943565,0.0,0.0,1,0,0.0,2.029088,-6e-06,6e-06,612.7814987,612.7814987,612.7814987,0.020034653,2995180623.0,2995180623.0,2995180623.0,0.1,2.3,2567.027268,0.752929427,1,87.194,-0.137,0.141,0.0,,,0,,,,9822.376259,2.6e-05,-2.6e-05,0,9823.390803,2567.027268,1,0.1101,0.006,-0.006,2,2023,0,0,0,2,641,11,4202,22,7325,Transit,2,11,22,2,10.1508,12.4814,290.226570819531,-82.5544913859568,6347643496607835520,6347643496607835520,11.412538,0.12639256
LP 791-18,0.14,-0.01,0.01,2960.0,-55.0,55.0,0.18,-0.01,0.01,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.55900002,10.64400005,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1 +/- 0.7) V,165.6904843,-16.4064445,LP 791-18 b,1.210569919,0.056044904,-0.056044904,0.108,0.005,-0.005,1.854981767,0.0,0.0,0.005836425,0.0,0.0,1,0,0.0,0.9479981,-2.1e-06,2.1e-06,629.6695276,629.6695276,629.6695276,0.009813813,1467165039.0,1467165039.0,1467165039.0,0.1,2.3,2249.166513,0.33,1,88.37,-0.95,0.94,0.0,,,0,,,,8774.86973,0.00018,-0.00018,0,8775.343729,2249.166513,1,0.427506,0.056439,-0.056439,2,2019,1,0,1,3,382,36,2560,72,5301,Transit,3,36,72,1,13.5571,26.4927,165.691476612015,-16.4061904736575,3562427951852172288,3562427951852172288,15.032986,0.05972296
LP 791-18,0.14,-0.01,0.01,2960.0,-55.0,55.0,0.18,-0.01,0.01,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.55900002,10.64400005,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1 +/- 0.7) V,165.6904843,-16.4064445,LP 791-18 c,2.443557799,0.100880827,-0.100880827,0.218,0.009,-0.009,7.100286603,0.699222495,-0.699222495,0.02234,0.0022,-0.0022,0,0,0.0,4.9899093,-7.2e-06,7.4e-06,361.9797548,361.9797548,361.9797548,0.029695768,4439517369.0,4439517369.0,4439517369.0,0.1,2.3,4322.423319,0.134,1,89.78,-0.13,0.13,8e-05,-4e-05,4e-05,0,,,,8771.055182,9.1e-05,-9.7e-05,0,8773.550137,4322.423319,1,1.747289,0.080727,-0.080727,2,2019,1,0,1,1,3919,13,30249,25,74486,Transit,1,13,25,2,13.5571,26.4927,165.691476612015,-16.4061904736575,3562427951852172288,3562427951852172288,15.032986,0.05972296
LP 791-18,0.14,-0.01,0.01,2960.0,-55.0,55.0,0.18,-0.01,0.01,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.55900002,10.64400005,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1 +/- 0.7) V,165.6904843,-16.4064445,LP 791-18 d,1.031226227,0.044835923,-0.044835923,0.092,0.004,-0.004,0.899454391,0.498990598,-0.400463792,0.00283,0.00157,-0.00126,0,0,0.0,2.753436,-1.3e-05,1.3e-05,441.3232794,441.3232794,441.3232794,0.019977883,2986693448.0,2986693448.0,2986693448.0,0.1,2.3,3231.123517,0.27,1,89.34,-0.41,0.41,0.0015,-0.00014,0.00014,0,,,,8772.16211,0.0005,-0.00082,0,8773.538828,3231.123517,1,,,,1,2023,1,0,1,3,15715,32,135888,63,231997,Transit,3,32,63,1,13.5571,26.4927,165.691476612015,-16.4061904736575,3562427951852172288,3562427951852172288,15.032986,0.05972296
LTT 1445 A,0.26,-0.01,0.01,3340.0,-150.0,150.0,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.97,-0.06,0.06,Gaia DR2 5153091836072107136,6.774,7.294000149,6.495999813,10.52900028,10.0469,6.405,6.149,6.106,5.959,0,-0.34,-0.09,0.09,[Fe/H],,,,M3.0,45.4624781,-16.5944956,LTT 1445 A b,1.176942977,0.056044904,-0.056044904,0.105,0.005,-0.005,2.869990512,0.260619293,-0.251084441,0.00903,0.00082,-0.00079,0,1,2.6,5.35876,-1e-05,1e-05,440.6088638,419.9404824,475.9990707,0.038278723,5722669090.0,6301580391.0,4904703484.0,0.1,2.3,2966.446007,0.84,1,89.203,-0.658,0.658,0.19,-0.14,0.35,0,-139.0,-76.0,120.0,9152.2189,0.0005,-0.0005,0,9154.89828,2966.446007,1,0.1665,0.0082,-0.0082,2,2019,0,0,0,4,1372,22,5403,42,12386,Transit,4,22,42,1,8.84294,6.86929,45.4641367234954,-16.5933395234221,5153091836072107136,5153091836072107136,10.058402,0.26811334
LTT 3780,0.38,-0.02,0.02,3360.0,-51.0,51.0,0.38,-0.01,0.01,21.9814,-0.0402,0.0403,4.81,-0.04,0.04,Gaia DR2 3767281845873242112,8.439,9.006999969,8.204000473,13.14000034,11.8465,8.037,7.88,7.771,7.577,0,0.09,-0.16,0.16,[Fe/H],,,,M3.5 V,154.6449033,-11.717801,LTT 3780 b,1.322659726,0.056044904,-0.056044904,0.118,0.005,-0.005,2.469526719,0.241549589,-0.241549589,0.00777,0.00076,-0.00076,0,1,3.31,0.76837883,-5.2e-07,5.2e-07,885.6547095,883.3993138,889.0532948,0.011900583,1779137195.0,1788727033.0,1766048369.0,0.3,2.3,2832.547395,0.51,1,85.9,-0.5,0.59,0.032,-0.018,0.027,0,-11.5,-92.7,115.6,8543.91229,0.00037,-0.00037,0,8544.296479,2832.547395,1,0.090399,0.009298,-0.009298,2,2020,0,0,0,3,57,31,364,61,758,Transit,3,31,61,1,10.5848,21.9814,154.64640455881,-11.7167337731632,3767281845873242112,3767281845873242112,11.837257,0.16283618
