Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier,Tmag_TIC,Distance_pc_TIC,RA_TIC,Dec_TIC,dr2_source_id,dr3_source_id,phot_g_mean_mag,angular_distance
WASP-105,0.89,-0.09,0.09,5070.0,-130.0,130.0,0.9,-0.03,0.03,169.272,,,4.2,-0.2,0.2,Gaia DR2 4917441922731087488,10.041,10.45600033,9.93500042,12.03999996,11.8445,9.87,9.945,9.842,9.152,0,0.28,-0.16,0.16,[Fe/H],,,,K2,24.1678686,-50.659308,WASP-105 b,10.7606215,0.336269422,-0.336269422,0.96,0.03,-0.03,572.0911319,31.78284066,-31.78284066,1.8,0.1,-0.1,0,1,194.0,7.87288,-1e-05,1e-05,821.6914337,821.6914337,821.6914337,0.074554846,11145949473.0,11145949473.0,11145949473.0,0.3,2.3,13450.27463,0.1,1,89.7,-0.2,0.2,0.0,,,0,,,,6600.0765,0.0002,-0.0002,0,6604.01294,13450.27463,1,1.2,0.01,-0.01,1,2017,0,0,0,18,4,223,24,447,46,Eclipse,4,24,46,1,11.2794,169.272,24.1681088673081,-50.6591713782847,4917441922731087488,4917441922731087488,11.858755,3.3761811
WASP-107,0.68,-0.02,0.02,4425.0,-70.0,70.0,0.67,-0.02,0.02,64.7414,-0.2596,0.2617,4.63,-0.01,0.01,Gaia DR2 3578638842054261248,8.777,9.378000259,8.637000084,11.47000027,11.174,8.575,8.625,8.526,8.289,0,0.02,-0.09,0.09,[Fe/H],3.4,-0.7,0.7,K6,188.3864277,-10.1462141,WASP-107 b,10.53644189,0.224179615,-0.224179615,0.94,0.02,-0.02,30.51152703,1.589142033,-1.589142033,0.096,0.005,-0.005,0,1,14.1,5.7214742,,,719.8118081,734.9864916,707.166206,0.055093249,8236440776.0,7902029972.0,8535999679.0,0.3,2.3,9727.184418,0.139,1,89.56,-0.078,0.078,0.06,-0.04,0.04,0,40.0,-60.0,40.0,7584.329746,1.1e-05,-1.1e-05,0,7587.190483,10507.58392,1,2.5549,0.000131,-0.000131,1,2017,0,0,0,1,1,1,6,1,11,Transit,1,1,1,3,10.418,64.7414,188.386850399595,-10.1461733018634,3578638842054261248,3578638842054261248,11.183329,0.07080671
WASP-114,1.29,-0.05,0.05,5940.0,-140.0,140.0,1.43,-0.06,0.06,523.337,-16.282,17.342,4.3,-0.1,0.1,Gaia DR2 2726339892542980864,11.172,11.421,11.074,12.74300003,12.5227,11.071,11.093,11.408,7.935,0,0.14,-0.07,0.07,[Fe/H],4.3,-1.3,1.4,G0,327.6656953,10.4629385,WASP-114 b,15.0088252,0.717374767,-0.717374767,1.339,0.064,-0.064,562.2384513,20.34101802,-20.34101802,1.769,0.064,-0.064,0,1,260.6,1.5487743,-9.1e-07,1.2e-06,1961.323467,1950.574524,1972.83317,0.02853944,4266646271.0,4314990720.0,4218171559.0,0.3,2.3,10044.23128,0.457,1,83.96,-0.9,0.9,0.012,-0.009,0.022,0,-71.0,-35.0,150.0,6667.73582,0.00021,-0.00021,0,6668.510207,10044.23128,1,0.927,0.016,-0.016,1,2016,0,0,0,11,1,158,4,314,8,Eclipse,1,4,8,2,12.0671,523.337,327.665720486426,10.4629753247753,2726339892542980864,2726339892542980864,12.513289,0.17790861
WASP-113,1.32,-0.07,0.07,5890.0,-140.0,140.0,1.61,-0.12,0.09,435.156,-4.346,4.433,4.2,-0.1,0.1,Gaia DR2 1587399232335653760,10.33,10.63599968,10.31099987,11.72900009,11.6041,10.259,10.302,10.2,8.841,0,0.1,-0.09,0.09,[Fe/H],6.2,-3.8,1.6,G1,224.8728589,46.9600996,WASP-113 b,15.79345385,1.07606215,-1.569257302,1.409,0.096,-0.14,150.9684931,17.16273396,-16.52707714,0.475,0.054,-0.052,0,1,48.74,4.54216875,-4.2e-06,4.2e-06,1436.15257,1436.15257,1436.15257,0.058923736,8809098516.0,8809098516.0,8809098516.0,0.3,2.3,15565.41916,0.486,1,86.46,-0.64,1.2,0.0,,,0,0.0,,,7197.097459,4e-05,-4e-05,0,7199.368543,15565.41916,1,0.809,0.028,-0.028,1,2016,0,0,0,1,1,9,6,17,11,Eclipse,1,6,11,2,11.191,435.156,224.872825305186,46.9601333709449,1587399232335653760,1587399232335653760,11.599696,0.16866596
WASP-117,1.29,-0.3,0.3,6040.0,-90.0,90.0,1.22,-0.06,0.06,157.963,-0.632,0.636,4.28,-0.16,0.16,Gaia DR2 4746157737910069888,8.86,9.142999649,8.779999733,10.14000034,10.0269,8.749,8.791,8.761,8.772,0,-0.11,,,[Fe/H],4.6,-2.0,2.0,F9,36.7758112,-50.2844247,WASP-117 b,11.88151957,0.784628651,-0.784628651,1.06,0.07,-0.07,87.75242306,3.146501225,-3.051152703,0.2761,0.0099,-0.0096,0,1,25.21,10.02165,-0.00055,0.00055,988.5407627,888.6109867,1165.625984,0.099101336,14815649803.0,18340297880.0,10658873350.0,0.3,2.3,20475.39324,0.435,1,89.14,-0.3,0.3,0.3,-0.02,0.02,0,242.0,-2.7,2.3,9139.17818,0.00024,-0.00025,0,9144.189005,11899.73166,1,0.8,0.052,-0.052,1,2014,0,0,0,1,1,3,5,5,9,Transit,1,3,5,2,9.6411,157.963,36.7754071949403,-50.284531189125,4746157737910069888,4746157737910069888,10.031728,0.12832016
WASP-110,0.95,-0.16,0.1,5400.0,-140.0,140.0,0.86,-0.06,0.03,274.96,-3.03,3.097,4.1,-0.2,0.2,Gaia DR2 6678937478314860160,10.945,11.32600021,10.87100029,12.59000015,12.5517,10.815,10.867,10.843,8.367,0,-0.06,-0.1,0.1,[Fe/H],,,,G9,305.8724366,-44.0587001,WASP-110 b,13.87671814,0.627702921,-0.627702921,1.238,0.056,-0.056,162.0924874,20.34101802,-20.34101802,0.51,0.064,-0.064,0,0,0.0,3.77840121,-8.2e-07,8.2e-07,1080.874948,1080.874948,1080.874948,0.046705716,6982504582.0,6982504582.0,6982504582.0,0.3,2.3,9679.826419,0.374827277,1,88.16,-0.32,0.37,0.0,,,0,,,,7934.73871,0.00015,-0.00015,0,7936.627911,9679.826419,1,,,,1,2021,0,0,0,1,1,8,8,16,15,Eclipse,1,8,15,2,12.0491,274.96,305.872682089855,-44.0584749537717,6678937478314860160,6678937478314860160,12.539562,0.24514695
WASP-119,1.02,-0.06,0.06,5650.0,-100.0,100.0,1.2,-0.1,0.1,302.448,-1.991,2.017,4.26,-0.08,0.08,Gaia DR2 4672607178880426624,10.612,10.92399979,10.54500008,12.314,12.1014,10.476,10.522,10.444,9.565,0,0.14,-0.1,0.1,[Fe/H],8.0,-2.5,2.5,G5,55.9336392,-65.19378,WASP-119 b,15.69257302,2.241796146,-2.241796146,1.4,0.2,-0.2,390.9289401,25.42627253,-25.42627253,1.23,0.08,-0.08,0,1,181.0,2.49979,-1e-05,1e-05,1515.04997,1515.04997,1515.04997,0.036312755,5428756821.0,5428756821.0,5428756821.0,0.3,2.3,10677.59444,0.5,1,85.0,-2.0,2.0,0.0,,,1,,,,6537.547,0.002,-0.002,0,6538.796895,10677.59444,1,1.462121,0.003834,-0.003834,1,2016,0,0,0,2,1,21,2,42,4,Eclipse,1,2,4,2,11.6035,302.448,55.93342240979,-65.1938512272516,4672607178880426624,4672607178880426624,12.094685,0.23774779
WASP-120,1.39,-0.06,0.06,6450.0,-120.0,120.0,1.87,-0.11,0.11,381.174,-3.177,3.23,4.04,-0.05,0.05,Gaia DR2 4837286842167819776,9.982,10.14799976,9.876999855,10.96000004,10.8989,9.801,9.822,9.808,9.281,0,-0.05,-0.07,0.07,[Fe/H],2.6,-0.5,0.5,F5,62.6160813,-45.8982434,WASP-120 b,16.51082862,1.07606215,-1.07606215,1.473,0.096,-0.096,1541.467772,66.74396538,-66.74396538,4.85,0.21,-0.21,0,1,509.0,3.6112706,-4.3e-06,4.3e-06,1813.901908,1793.4414,1840.467437,0.05144799,7691474444.0,7870144173.0,7473100009.0,0.3,2.3,12713.5736,0.78,1,82.54,-0.78,0.78,0.057,-0.018,0.022,0,-27.0,-28.0,48.0,6779.43556,0.00051,-0.00051,0,6781.241195,12713.5736,1,0.655,0.016,-0.016,1,2016,0,0,0,38,1,469,2,928,4,Eclipse,1,2,4,2,10.5831,381.174,62.6160665613116,-45.8982154019012,4837286842167819776,4837286842168217088,10.898673,0.20833041
WASP-12,1.43,-0.11,0.11,6360.0,-140.0,140.0,1.66,-0.05,0.05,427.246,-5.903,6.068,4.16,-0.01,0.01,Gaia DR2 3435282862461427072,10.228,10.47700024,10.18799973,11.56999969,11.4999,10.111,10.109,10.121,8.32,0,0.07,-0.07,0.07,[Fe/H],2.0,-2.0,0.7,,97.636645,29.6722662,WASP-12 b,21.71179568,0.627702921,-0.627702921,1.937,0.056,-0.056,465.6186157,25.10844412,-25.10844412,1.465,0.079,-0.079,0,1,226.4,1.09142,-1.4e-07,1.4e-07,2499.272484,2445.620278,2557.368675,0.023389992,3496803790.0,3652921170.0,3340655340.0,0.3,2.3,11383.5901,0.339,1,83.52,-0.03,0.03,0.0447,-0.0043,0.0043,0,272.7,-1.3,2.4,6594.6816,4e-05,-4e-05,0,6595.22731,10410.47678,1,1.709,1.9e-05,-1.9e-05,1,2008,0,0,0,1,1,6,1,10,1,Eclipse,1,1,1,3,11.0967,427.246,97.6366528287122,29.6722962039341,3435282862461427072,3435282862461427072,11.498614,0.22774233
WASP-118,1.32,-0.04,0.04,6410.0,-125.0,125.0,1.7,-0.03,0.03,376.658,-10.58,11.199,4.1,-0.01,0.01,Gaia DR2 2562569564026683520,9.847,10.08699989,9.788000107,11.03999996,10.9196,9.749,9.783,9.765,8.399,0,0.16,-0.1,0.1,[Fe/H],1.17,-0.75,5.72,F6,19.5505861,2.7027847,WASP-118 b,16.14093225,0.403523306,-0.403523306,1.44,0.036,-0.036,165.2707714,57.20911319,-57.20911319,0.52,0.18,-0.18,0,1,0.0,4.0460435,-4.4e-06,4.4e-06,1669.164257,1669.164257,1669.164257,0.054550884,8155357219.0,8155357219.0,8155357219.0,0.3,2.3,17426.20061,0.16,1,88.7,-0.9,0.9,0.0,,,0,0.0,,,6787.81423,0.00062,-0.00062,0,6789.837252,17426.20061,1,0.755,0.019,-0.019,1,2016,0,0,0,1,1,5,2,9,4,Eclipse,1,2,4,2,10.5559,376.658,19.5505754723524,2.70284758044502,2562569564026683520,2562569564026683520,10.918823,0.054585423
WASP-123,1.17,-0.06,0.06,5740.0,-130.0,130.0,1.29,-0.05,0.05,197.996,-2.993,3.083,4.29,-0.03,0.03,Gaia DR2 6756148659453907200,9.457,9.798999786,9.362000465,11.06099987,10.8999,9.306,9.354,9.332,7.983,0,0.18,-0.08,0.08,[Fe/H],6.9,-1.4,1.4,G5,289.4792124,-32.8601244,WASP-123 b,14.7734366,0.728583748,-0.728583748,1.318,0.065,-0.065,285.7277375,11.44182264,-11.44182264,0.899,0.036,-0.036,0,1,114.2,2.9776412,-2.3e-06,2.3e-06,1471.433839,1471.433839,1471.433839,0.042713679,6385695081.0,6385695081.0,6385695081.0,0.3,2.3,11225.13257,0.53,1,85.74,-0.55,0.55,0.0,,,0,,,,6845.17082,0.00039,-0.00039,0,6846.659641,11225.13257,1,1.11,0.027,-0.027,1,2016,0,0,0,1,1,8,2,16,2,Eclipse,1,2,2,3,10.4293,197.996,289.47929844241,-32.8599874954177,6756148659453907200,6756148659453907200,10.901385,0.15067188
WASP-121,1.36,-0.08,0.07,6776.0,-128.73,138.39,1.46,-0.03,0.03,269.898,-1.562,1.58,4.24,-0.01,0.01,Gaia DR2 5565050255701441664,9.439,9.625,9.373999596,10.51000023,10.3746,9.356,9.387,9.383,9.175,0,0.13,-0.09,0.09,[Fe/H],1.5,-1.0,1.0,F6 V,107.6002312,-39.0972705,WASP-121 b,19.64934322,0.403523306,-0.403523306,1.753,0.036,-0.036,367.7274664,22.24798846,-22.24798846,1.157,0.07,-0.07,0,1,177.0,1.27492504,-1.4e-07,1.5e-07,2391.043885,2391.043885,2391.043885,0.025512882,3814175890.0,3814175890.0,3814175890.0,0.3,2.3,10612.71141,0.1,1,88.49,-0.16,0.16,0.0,,,0,10.0,-10.0,10.0,8119.72074,0.00017,-0.00017,0,8120.358203,10612.71141,1,1.8699,0.008687,-0.008687,1,2016,0,0,0,1,1,2,1,4,1,Eclipse,1,1,1,3,10.056,269.898,107.600252516386,-39.0973807094915,5565050255701441664,5565050255701441664,10.3751955,0.17778127
WASP-124,1.07,-0.05,0.05,6050.0,-100.0,100.0,1.02,-0.02,0.02,448.637,-7.384,7.632,4.44,-0.02,0.02,Gaia DR2 6614751532833886464,11.419,11.64999962,11.31000042,12.724,12.5754,11.307,11.347,11.255,8.915,0,-0.02,-0.11,0.11,[Fe/H],2.1,-1.4,1.4,F9,332.7143373,-30.7497189,WASP-124 b,13.89913611,0.336269422,-0.336269422,1.24,0.03,-0.03,190.697044,22.24798846,-22.24798846,0.6,0.07,-0.07,0,1,77.0,3.37265,-1e-06,1e-06,1342.837611,1342.837611,1342.837611,0.045050425,6735038591.0,6735038591.0,6735038591.0,0.3,2.3,9271.722623,0.61,1,86.3,-0.2,0.2,0.0,,,1,,,,7028.5834,0.0001,-0.0001,0,7030.269725,9271.722623,1,1.71636,0.021241,-0.021241,1,2016,1,0,1,2,2,26,12,51,24,Eclipse,2,12,24,2,12.1893,448.637,332.714340885726,-30.7496563586763,6614751532833886464,6614751532833886464,12.564566,0.25770137
WASP-126,1.12,,,5800.0,,,1.27,,,216.526,-0.928,0.936,4.28,-0.07,0.03,Gaia DR2 4666498154837086208,9.659,9.961999893,9.597999573,11.20300007,11.0665,9.566,9.608,9.565,8.667,0,0.207,-0.046,0.046,[M/H],6.4,-1.6,1.6,G2,63.374706,-69.2265926,WASP-126 b,10.43556106,0.515613114,-0.515613114,0.931,0.046,-0.046,88.99195385,12.71313626,-12.71313626,0.28,0.04,-0.04,0,1,36.0,3.28883,-3.71e-05,3.71e-05,1437.591398,1437.591398,1437.591398,0.044980445,6724576485.0,6724576485.0,6724576485.0,0.3,2.3,12310.37746,0.3,1,89.51,-0.435,0.435,0.0,,,1,,,,8327.520637,8.5e-05,-8.5e-05,0,8329.165052,12310.37746,1,0.698509,0.001531,-0.001531,1,2016,0,0,0,1,1,7,6,13,10,Eclipse,1,6,10,2,10.6103,216.526,63.3739396231274,-69.226822697583,4666498154837086208,4666498154837086208,11.066118,0.14056991
WASP-129,1.0,-0.03,0.03,5900.0,-100.0,100.0,0.9,-0.02,0.02,301.462,-3.307,3.38,4.53,-0.02,0.02,Gaia DR2 5380888758195682944,10.471,10.72500038,10.4119997,12.18000031,11.8127,10.364,10.372,10.417,9.026,0,0.15,-0.09,0.09,[Fe/H],1.0,-0.9,0.9,G1,176.2990518,-42.0639575,WASP-129 b,10.42435208,0.336269422,-0.336269422,0.93,0.03,-0.03,317.8284066,31.78284066,-31.78284066,1.0,0.1,-0.1,0,1,110.0,5.748145,-4e-06,4e-06,1041.485238,1041.485238,1041.485238,0.062845656,9395425570.0,9395425570.0,9395425570.0,0.3,2.3,9665.102656,0.62,1,87.7,-0.2,0.2,0.0,,,1,,,,7027.4373,0.0002,-0.0002,0,7030.311372,9665.102656,1,1.229205,0.012077,-0.012077,1,2016,0,0,0,15,6,209,44,414,87,Eclipse,6,44,87,1,11.3743,301.462,176.298984140924,-42.0639506459746,5380888758195682944,5380888758195682944,11.804166,0.14575586
WASP-130,1.04,-0.04,0.04,5625.0,-90.0,90.0,0.96,-0.03,0.03,172.256,-1.368,1.39,4.49,-0.02,0.02,Gaia DR2 6112606840179716096,9.547,9.895999908,9.461000443,11.10000038,10.9717,9.39,9.433,9.342,8.648,0,0.26,-0.1,0.1,[Fe/H],2.0,,,G6,203.1060194,-42.4752733,WASP-130 b,9.975992851,0.336269422,-0.336269422,0.89,0.03,-0.03,390.9289401,12.71313626,-12.71313626,1.23,0.04,-0.04,0,1,108.0,11.55098,-1e-05,1e-05,807.3627966,807.3627966,807.3627966,0.101394358,15158456467.0,15158456467.0,15158456467.0,0.3,2.3,13423.30607,0.53,1,88.66,-0.12,0.12,0.0,,,0,,,,6921.14307,0.00025,-0.00025,0,6926.91856,13423.30607,1,0.916,0.014,-0.014,1,2016,0,0,0,15,7,180,47,359,88,Eclipse,7,47,88,1,10.491,172.256,203.105983745941,-42.4752679649826,6112606840179716096,6112606840179716096,10.974043,0.15637232
WASP-13,0.72,-0.25,0.25,5950.0,-70.0,70.0,1.37,-0.15,0.15,227.537,-3.028,3.11,4.06,-0.1,0.1,Gaia DR2 702295464353437952,9.182,9.442000389,9.119000435,10.42000008,10.38,9.068,9.11,9.034,8.136,0,0.0,,,[Fe/H],5.0,-1.7,2.6,,140.1029654,33.8823291,WASP-13 b,13.67495649,1.569257302,-1.569257302,1.22,0.14,-0.14,166.8599135,11.12399423,-11.75965104,0.525,0.035,-0.037,0,1,56.89,4.35301,-3e-06,3e-06,1501.692582,1501.692582,1501.692582,0.046798011,6996302656.0,6996302656.0,6996302656.0,0.3,2.3,15230.57639,0.574,1,85.43,-0.29,0.29,0.0,,,0,,,,8883.80332,0.00022,-0.00022,0,8885.979825,15230.57639,1,0.84,0.016,-0.016,1,2009,0,0,0,1,1,5,2,9,3,Eclipse,1,2,3,3,9.98111,227.537,140.102976595763,33.8824166051525,702295464353437952,702295464353437952,10.382959,0.12883604
WASP-127,0.95,-0.02,0.02,5620.0,-85.0,85.0,1.33,-0.03,0.03,159.507,-1.191,1.21,4.18,-0.01,0.01,Gaia DR2 3778075717162985600,8.738,9.092000008,8.640999794,10.17199993,10.054,8.621,8.67,8.666,8.548,0,-0.193,-0.014,0.014,[M/H],11.41,-1.8,1.8,,160.5587646,-3.8349989,WASP-127 b,14.69497374,0.280224518,-0.325060441,1.311,0.025,-0.029,52.34633857,6.801527901,-5.466648593,0.1647,0.0214,-0.0172,0,1,22.0,4.17806203,-5.3e-07,8.8e-07,1352.816831,1352.816831,1352.816831,0.049943761,7466592285.0,7466592285.0,7466592285.0,0.3,2.3,15183.15587,0.29,1,87.84,-0.33,0.36,0.0,,,0,,,,6776.62124,0.00023,-0.00028,0,6778.710271,15183.15587,1,1.021,0.005,-0.01,1,2016,0,0,0,1,1,1,1,1,2,Transit,1,1,1,3,9.62959,159.507,160.558681622892,-3.83507217316863,3778075717162985600,3778075717162985600,10.058199,0.1963471
WASP-131,1.06,-0.06,0.06,6030.0,-90.0,90.0,1.53,-0.05,0.05,200.075,-2.591,2.659,4.09,-0.03,0.03,Gaia DR2 6173451477191225984,8.653,8.895000458,8.572999954,10.06999969,9.86708,8.537,8.566,8.523,8.192,0,-0.18,-0.08,0.08,[Fe/H],4.5,-3.5,3.5,G0,210.1935714,-30.5836084,WASP-131 b,13.67495649,0.560449037,-0.560449037,1.22,0.05,-0.05,85.81366978,6.356568132,-6.356568132,0.27,0.02,-0.02,0,1,30.5,5.322023,-5e-06,5e-06,1410.18327,1410.18327,1410.18327,0.060870926,9100203405.0,9100203405.0,9100203405.0,0.3,2.3,13743.72434,0.73,1,85.0,-0.3,0.3,0.0,,,0,,,,6919.8236,0.0004,-0.0004,0,6922.484611,13743.72434,1,0.665,0.012,-0.012,1,2016,0,0,0,1,1,2,3,3,5,Transit,1,2,3,3,9.47199,200.075,210.193519913086,-30.5835660156081,6173451477191225984,6173451477191225984,9.873362,0.21464998
WASP-132,0.78,-0.03,0.03,4714.0,-88.0,87.0,0.75,-0.03,0.03,122.91,-0.562,0.568,4.58,-0.04,0.03,Gaia DR2 6099012478412247296,9.745,10.25699997,9.673999786,11.938,11.7538,9.557,9.638,9.575,8.281,0,0.18,-0.12,0.12,[Fe/H],3.2,-0.5,0.5,K4,217.6091998,-46.159516,WASP-132 b,10.05445572,0.336269422,-0.336269422,0.897,0.03,-0.03,130.3096467,9.534852198,-9.534852198,0.41,0.03,-0.03,0,1,51.0,7.133514,-4e-06,4e-06,736.7594141,736.4163391,740.9229321,0.066807312,9987693185.0,9999761050.0,9878485815.0,0.3,2.3,11398.14922,0.16,1,89.51,-0.49,0.14,0.07,-0.05,0.15,0,-5.0,-153.0,146.0,9337.608,0.0002,-0.0002,0,9341.174757,11398.14922,1,1.821,0.000139,-0.000139,1,2016,0,0,0,1,4,11,22,21,46,Transit,1,11,21,2,11.1116,122.91,217.609121687007,-46.1592007799298,6099012478412247296,6099012478412247296,11.746748,0.06385546
WASP-133,1.16,-0.08,0.08,5700.0,-100.0,100.0,1.44,-0.05,0.05,559.084,-16.012,16.967,4.18,-0.02,0.02,Gaia DR2 6778662809294560896,11.238,11.55500031,11.18000031,12.891,12.7146,11.122,11.178,11.202,9.001,0,0.29,-0.12,0.12,[Fe/H],6.8,-1.8,1.8,G4,314.5754375,-35.7966224,WASP-133 b,13.56286668,0.560449037,-0.560449037,1.21,0.05,-0.05,368.6809516,28.60455659,-28.60455659,1.16,0.09,-0.09,0,1,170.0,2.176423,-1e-06,1e-06,1716.278485,1716.278485,1716.278485,0.034559835,5166695266.0,5166695266.0,5166695266.0,0.3,2.3,12500.22244,0.2,1,87.0,-1.0,1.0,0.0,,,1,,,,7116.9874,0.0002,-0.0002,0,7118.075611,12500.22244,1,,,,1,2016,1,0,1,12,2,160,9,317,18,Eclipse,2,9,18,2,12.2247,559.084,314.575373372404,-35.7965869184731,6778662809294560896,6778662809294560896,12.7044525,0.2521321
WASP-138,1.22,-0.05,0.05,6272.0,-96.0,96.0,1.36,-0.05,0.05,414.234,-7.379,7.647,4.25,-0.02,0.02,Gaia DR2 2498515516990171392,10.54,10.78199959,10.49400043,11.78999996,11.6873,10.464,10.486,10.571,8.717,0,-0.09,-0.1,0.1,[Fe/H],3.44,-0.93,0.93,,41.6391598,-0.4641252,WASP-138 b,12.217789,0.560449037,-0.560449037,1.09,0.05,-0.05,387.750656,25.42627253,-25.42627253,1.22,0.08,-0.08,0,1,0.0,3.634433,-5e-06,5e-06,1534.00132,1534.00132,1534.00132,0.049469157,7395638957.0,7395638957.0,7395638957.0,0.3,2.3,13673.05205,0.19,1,88.5,-1.2,0.9,0.0,,,0,,,,7326.62183,0.000319,-0.000319,0,7328.439047,13673.05205,1,0.683,0.013,-0.013,1,2016,0,0,0,11,2,153,9,302,18,Eclipse,2,9,18,2,11.3161,414.234,41.6391113461963,-0.463976852184242,2498515516990171392,2498515516990171392,11.680991,0.113121085
WASP-139,0.92,-0.1,0.1,5310.0,-90.0,90.0,0.8,-0.04,0.04,212.472,-1.098,1.11,4.59,-0.06,0.06,Gaia DR2 4851398799032507776,10.575,10.98200035,10.47200012,12.47999954,12.2715,10.432,10.504,10.418,9.185,0,0.2,-0.09,0.09,[Fe/H],0.5,,,K0,49.562173,-41.3020235,WASP-139 b,8.967184585,0.560449037,-0.560449037,0.8,0.05,-0.05,37.18592357,5.403082912,-5.403082912,0.117,0.017,-0.017,0,1,14.0,5.924262,-4e-06,4e-06,887.1271718,887.1271718,887.1271718,0.062365188,9323595571.0,9323595571.0,9323595571.0,0.3,2.3,10242.43045,0.33,1,88.9,-0.5,0.5,0.0,,,0,,,,7196.7933,0.0003,-0.0003,0,7199.755431,10242.43045,1,1.07,0.03,-0.03,1,2016,0,0,0,1,8,4,65,8,124,Transit,1,4,8,2,11.7276,212.472,49.5622647347811,-41.3021290254746,4851398799032507776,4851398799032507776,12.264109,0.20593423
WASP-136,1.41,-0.07,0.07,6260.0,-100.0,100.0,2.21,-0.22,0.22,275.587,-4.46,4.606,3.9,-0.06,0.06,Gaia DR2 2441013811932929280,8.792,9.015999794,8.805000305,9.92800045,9.81929,8.727,8.754,8.747,8.191,0,-0.18,-0.1,0.1,[Fe/H],3.62,-0.7,0.7,,0.325761,-8.9262512,WASP-136 b,15.46839341,1.793436917,-1.793436917,1.38,0.16,-0.16,479.920894,25.42627253,-25.42627253,1.51,0.08,-0.08,0,1,0.0,5.215357,-6e-06,6e-06,1689.124629,1689.124629,1689.124629,0.066046912,9874013394.0,9874013394.0,9874013394.0,0.3,2.3,19928.91711,0.59,1,84.7,-1.3,1.6,0.0,,,0,,,,6776.90615,0.00109,-0.00109,0,6779.513829,19928.91711,1,0.411,0.015,-0.015,1,2016,0,0,0,5,1,37,2,72,4,Eclipse,1,2,4,2,9.4834,275.587,0.325750209201244,-8.92629271231798,2441013811932929280,2441013811932929280,9.82388,0.115724236
WASP-135,0.98,-0.06,0.06,5675.0,-60.0,60.0,0.96,-0.05,0.05,298.214,-1.407,1.42,4.47,-0.03,0.03,Gaia DR2 4596481632339898240,11.123,11.58100033,11.0369997,13.27999973,13.0045,11.002,11.058,10.969,8.638,0,0.02,-0.13,0.13,[Fe/H],0.6,-0.35,1.4,G5 V,267.2848846,29.8790428,WASP-135 b,14.57167495,1.008808266,-1.008808266,1.3,0.09,-0.09,603.8739725,25.42627253,-25.42627253,1.9,0.08,-0.08,0,1,346.0,1.4013794,-8e-07,8e-07,1661.757511,1661.757511,1661.757511,0.024361422,3642032563.0,3642032563.0,3642032563.0,0.3,2.3,5809.915863,0.8,1,82.0,-0.6,0.6,0.0,,,0,,,,5230.9902,0.0009,-0.0009,0,5231.69089,5809.915863,1,1.94,0.08,-0.08,1,2015,0,0,0,6,1,76,2,151,4,Eclipse,1,2,4,2,12.4197,298.214,267.284974996126,29.8790948742272,4596481632339898240,4596481632339898240,12.997077,0.10458259
